Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Family_Size,Spending_Score
Male,Yes,55,Yes,Lawyer,,4,Low
Female,Yes,48,No,Artist,8,3,Average
Male,No,20,No,Healthcare,4,5,Low
Male,No,38,Yes,Entertainment,1,1,Low
Female,,22,No,Healthcare,0,3,High
Female,No,29,No,Homemaker,1,6,Low
Female,Yes,48,Yes,Doctor,1,4,Average
Female,No,65,Yes,Lawyer,0,1,Low
Male,Yes,51,No,Engineer,1,7,Average
Female,No,21,No,Healthcare,0,5,Low
Female,No,42,Yes,Artist,0,1,Low
Male,Yes,56,No,Marketing,1,3,Average
Female,Yes,86,Yes,Lawyer,9,2,High
Male,Yes,59,Yes,Artist,0,4,Average
Male,Yes,86,Yes,Executive,1,2,High
Male,Yes,59,Yes,Artist,4,2,High
Male,Yes,38,Yes,Doctor,3,2,Average
Female,No,31,Yes,Marketing,0,1,Low
Female,No,45,Yes,Artist,1,1,Low
Female,Yes,48,Yes,Artist,10,2,Low
Female,No,33,No,Engineer,9,4,Low
Male,Yes,38,Yes,Entertainment,9,3,Average
Female,Yes,49,Yes,Artist,1,4,Average
Female,Yes,48,Yes,Artist,8,2,Average
Male,Yes,37,Yes,Artist,,3,Average
Male,No,28,Yes,Healthcare,7,4,Low
Female,Yes,33,Yes,Doctor,0,2,Average
Male,No,20,No,Healthcare,0,4,Low
Male,Yes,27,No,Entertainment,0,1,Low
Male,Yes,39,Yes,Artist,3,4,Average
Female,Yes,87,No,Lawyer,0,1,Low
Male,No,30,Yes,Healthcare,1,4,Low
Male,,30,No,Executive,,,High
Female,Yes,51,Yes,Artist,1,5,High
Male,Yes,46,Yes,Executive,1,5,High
Female,No,55,No,Entertainment,3,1,Low
Male,No,39,No,Entertainment,0,4,Low
Male,Yes,63,Yes,Artist,1,4,Average
Male,Yes,84,Yes,Lawyer,0,2,High
Male,Yes,41,Yes,Executive,7,2,High
Male,No,28,Yes,Artist,,1,Low
Male,No,27,Yes,Healthcare,2,4,Low
Male,No,35,Yes,Doctor,3,1,Low
Female,Yes,47,Yes,Artist,6,2,Low
Female,No,51,Yes,Artist,0,1,Low
Female,Yes,32,Yes,Artist,8,3,Low
Male,Yes,31,Yes,Engineer,1,2,Low
Female,No,38,Yes,Healthcare,0,4,Low
Male,No,20,No,Healthcare,1,3,Low
Male,No,31,Yes,Doctor,8,6,Low
Male,Yes,55,Yes,Entertainment,1,2,Low
Male,No,19,No,Healthcare,0,,Low
Male,No,83,Yes,Lawyer,0,1,Low
Male,Yes,41,Yes,Doctor,0,2,Low
Female,Yes,38,Yes,Artist,1,2,Average
Male,Yes,61,Yes,Executive,5,2,High
Female,Yes,48,Yes,Homemaker,12,1,Low
Male,Yes,40,Yes,Doctor,1,2,Average
Female,No,47,Yes,Artist,0,1,Low
Male,Yes,53,Yes,Executive,4,4,High
Male,No,29,No,Doctor,,4,Low
Male,Yes,72,No,Artist,1,1,Low
Female,Yes,50,Yes,Artist,1,4,Average
Male,Yes,63,Yes,Entertainment,0,1,Low
Male,Yes,42,Yes,Artist,5,2,Average
Male,Yes,40,No,Entertainment,14,3,Average
Female,Yes,63,Yes,Artist,1,5,Average
Male,No,25,Yes,Artist,13,3,Low
Male,Yes,49,Yes,Executive,2,4,High
Female,No,28,No,Healthcare,0,6,Low
Female,Yes,69,Yes,Artist,0,2,High
Male,No,31,No,Healthcare,0,5,Low
Female,Yes,36,Yes,Artist,1,5,Average
Male,No,21,No,Healthcare,9,4,Low
Female,Yes,36,Yes,Artist,1,2,Average
Female,No,41,Yes,Healthcare,12,1,Low
Female,No,31,Yes,Artist,13,2,Low
Male,Yes,51,Yes,Executive,7,4,High
Male,Yes,55,Yes,Artist,1,3,Low
Male,Yes,31,Yes,Artist,,2,Average
Female,Yes,61,No,Engineer,1,2,Average
Male,No,31,Yes,Artist,1,3,Low
Female,Yes,55,Yes,Artist,1,4,High
Female,No,33,Yes,Artist,0,5,Low
Female,Yes,50,Yes,Artist,1,5,Average
Male,Yes,71,No,Entertainment,1,2,Low
Male,No,18,No,Healthcare,,4,Low
Female,Yes,73,Yes,Lawyer,1,2,High
Female,Yes,58,No,Lawyer,0,4,High
Male,Yes,65,Yes,Artist,5,2,High
Female,Yes,75,Yes,Artist,1,2,High
Female,No,62,Yes,Engineer,0,1,Low
Female,No,38,Yes,Healthcare,0,5,Low
Female,No,27,Yes,Homemaker,3,7,Low
Male,No,19,No,Healthcare,0,3,Low
Male,Yes,43,Yes,Entertainment,,4,Low
Female,Yes,50,Yes,Artist,0,2,High
Male,No,27,Yes,Entertainment,9,1,Low
Male,No,33,No,Healthcare,9,3,Low
Female,Yes,26,No,Doctor,0,3,Average
Female,Yes,28,,,8,4,Average
Male,No,45,Yes,Entertainment,1,2,Low
Male,No,25,Yes,Doctor,7,1,Low
Male,Yes,37,Yes,Artist,6,1,Low
Female,Yes,37,Yes,Artist,5,3,Average
Female,Yes,60,Yes,Artist,8,6,High
Female,Yes,76,Yes,Lawyer,1,2,High
Male,Yes,47,Yes,Doctor,0,4,Average
Female,Yes,42,Yes,Artist,8,1,Low
Male,Yes,66,Yes,Artist,0,4,Low
Male,No,20,No,Healthcare,,5,Low
Male,Yes,40,Yes,Artist,9,3,Average
Male,No,21,No,Healthcare,13,6,Low
Female,No,42,No,Doctor,8,1,Low
Male,Yes,57,Yes,Doctor,5,2,Average
Male,No,23,No,Healthcare,4,3,Low
Female,Yes,52,Yes,Artist,2,4,Average
Male,Yes,42,Yes,Doctor,1,2,Average
Male,No,28,No,Doctor,0,4,Low
Male,Yes,43,Yes,Artist,9,3,Average
Male,No,30,Yes,Doctor,3,2,Low
Male,No,26,No,Healthcare,1,6,Low
Male,Yes,86,Yes,Executive,0,2,High
Male,Yes,52,Yes,Entertainment,0,2,Average
Female,Yes,43,No,Engineer,0,1,Low
Male,Yes,26,Yes,Artist,5,,Average
Male,Yes,53,Yes,Artist,1,3,Average
Male,No,33,Yes,Healthcare,3,1,Low
Male,Yes,25,Yes,Healthcare,9,2,Low
Female,Yes,55,Yes,Artist,1,1,Low
Female,Yes,47,Yes,Engineer,9,4,Average
Female,Yes,43,No,Engineer,,,Average
Male,No,27,No,Doctor,9,4,Low
Male,Yes,38,Yes,Healthcare,8,4,Average
Female,Yes,69,Yes,Artist,2,9,Average
Male,No,19,No,Doctor,1,5,Low
Female,No,28,No,Marketing,9,2,Low
Male,Yes,65,Yes,Artist,1,2,High
Male,Yes,33,Yes,Artist,2,,Low
Female,No,22,No,Healthcare,0,4,Low
Female,Yes,25,No,Homemaker,11,3,Average
Female,No,52,Yes,Artist,1,2,Low
Female,No,37,Yes,Artist,0,2,Low
Male,Yes,29,Yes,Entertainment,0,2,Low
Male,No,31,Yes,Healthcare,0,3,Low
Female,No,36,Yes,Marketing,9,1,Low
Female,No,73,Yes,Artist,0,1,Low
Male,Yes,51,Yes,Artist,2,2,Low
Male,No,89,Yes,Artist,1,,Low
Male,Yes,60,No,Executive,0,2,High
Male,No,40,Yes,Healthcare,,2,Low
Female,No,22,No,Healthcare,9,4,Low
Male,Yes,28,Yes,Engineer,9,2,Average
Female,Yes,52,Yes,Artist,1,3,Average
Female,No,28,No,Doctor,0,4,Low
Female,Yes,37,Yes,Artist,5,2,Average
Male,Yes,53,Yes,Doctor,2,3,Average
Female,No,23,No,Lawyer,0,6,Low
Female,Yes,75,Yes,Lawyer,0,2,High
Male,Yes,71,Yes,Entertainment,,2,High
Male,Yes,53,Yes,Artist,0,4,High
Male,Yes,30,Yes,Artist,12,2,Average
Female,Yes,31,No,Entertainment,0,2,Average
Male,No,27,Yes,Doctor,0,5,Low
Male,Yes,65,Yes,Lawyer,0,1,Low
Male,Yes,27,No,Entertainment,,3,Average
Male,Yes,52,No,Entertainment,0,2,Average
Female,Yes,52,Yes,Artist,3,2,Low
Female,No,51,No,Engineer,8,6,Low
Female,Yes,30,Yes,Engineer,8,5,Average
Male,No,42,Yes,Artist,11,2,Low
Female,No,19,No,Healthcare,9,8,Low
Male,Yes,50,Yes,Executive,0,4,High
Male,Yes,41,Yes,Artist,0,4,Average
Female,No,36,No,Engineer,14,4,Low
Female,Yes,43,Yes,Healthcare,0,2,Average
Male,Yes,85,No,Lawyer,0,1,Low
Male,No,70,No,,,4,Low
Female,,22,No,Healthcare,5,4,Low
Male,Yes,43,Yes,Artist,,2,Average
Female,Yes,47,Yes,Artist,1,2,Average
Female,Yes,60,Yes,Lawyer,0,2,Low
Male,No,30,Yes,Healthcare,0,,Low
Female,No,37,Yes,Doctor,5,1,Low
Male,No,31,Yes,Healthcare,0,2,Low
Female,No,36,No,Engineer,,2,Low
Male,Yes,82,Yes,Lawyer,0,,Low
Female,,49,No,Marketing,1,3,Average
Male,No,33,Yes,Homemaker,,1,Low
Male,No,37,Yes,Artist,4,7,Low
Male,Yes,35,Yes,Engineer,1,4,Average
Male,No,50,Yes,Artist,1,1,Low
Male,No,21,No,Healthcare,1,4,Low
Male,Yes,59,No,Entertainment,1,2,Average
Female,No,20,No,Healthcare,1,5,Low
Female,No,49,Yes,Engineer,9,1,Low
Male,Yes,62,Yes,Executive,0,4,High
Male,Yes,61,Yes,Artist,0,5,Average
Male,Yes,43,Yes,Homemaker,,2,Average
Female,Yes,41,No,Marketing,5,3,Average
Male,Yes,21,No,Doctor,1,3,Low
Female,Yes,42,Yes,Artist,,3,High
Female,Yes,38,No,Engineer,1,6,Average
Male,Yes,36,Yes,Executive,,4,High
Male,Yes,51,Yes,Healthcare,,2,Low
Female,Yes,48,Yes,Artist,2,2,Low
Female,No,29,Yes,Homemaker,,1,Low
Male,No,30,Yes,Healthcare,1,1,Low
Male,Yes,25,,Artist,6,1,Low
Male,No,19,No,Healthcare,0,4,Low
Male,Yes,88,No,Lawyer,1,1,Low
Male,Yes,43,Yes,Healthcare,1,4,High
Male,Yes,38,Yes,Entertainment,2,2,Average
Male,No,32,No,Doctor,10,2,Low
Female,No,38,Yes,Healthcare,8,2,Low
Female,No,43,Yes,Artist,0,3,Low
Male,No,76,Yes,Lawyer,0,2,Low
Male,No,30,Yes,Healthcare,9,5,Low
Male,No,31,No,Healthcare,1,4,Low
Male,No,23,No,Healthcare,0,3,Low
Male,Yes,70,No,Lawyer,0,3,High
Female,No,25,No,Engineer,1,1,Low
Male,No,29,No,Marketing,1,2,Low
Female,Yes,50,Yes,Artist,1,3,Average
Male,Yes,71,Yes,Artist,1,2,Average
Female,No,18,No,Healthcare,0,5,Low
Male,No,42,Yes,Artist,8,,Low
Male,No,35,No,Healthcare,,1,Low
Female,Yes,45,Yes,Artist,8,2,Average
Female,No,41,Yes,Artist,2,1,Low
Male,No,20,No,Marketing,0,3,Low
Male,Yes,27,No,Entertainment,14,2,Average
Male,Yes,27,Yes,Healthcare,1,2,High
Female,No,18,No,Healthcare,0,4,Low
Female,Yes,41,Yes,Artist,9,2,High
Male,Yes,67,No,Lawyer,1,2,Average
Female,Yes,28,Yes,Artist,0,2,Low
Female,No,29,No,Healthcare,8,,Low
Male,Yes,45,No,Artist,1,4,Average
Male,Yes,36,No,Executive,8,4,High
Female,Yes,79,Yes,Artist,,2,Average
Female,No,33,No,Engineer,1,3,Low
Female,Yes,87,Yes,Artist,1,2,Average
Female,Yes,52,Yes,Artist,3,1,Low
Female,No,32,No,Healthcare,1,3,Low
Female,No,42,Yes,Engineer,1,7,Low
Male,No,22,No,Healthcare,8,5,Low
Female,No,18,No,Doctor,2,4,Low
Female,No,26,No,Doctor,1,4,Low
Female,Yes,66,Yes,Artist,0,2,Average
Female,Yes,66,No,Engineer,6,4,Average
Male,Yes,69,No,Lawyer,1,2,Low
Male,No,25,Yes,Marketing,,5,Low
Male,Yes,55,Yes,Artist,1,2,Low
Female,Yes,49,Yes,Artist,6,2,Low
Male,Yes,61,Yes,Doctor,3,2,Low
Female,No,47,Yes,Artist,0,1,Low
Male,Yes,59,Yes,Executive,0,5,High
Male,Yes,38,Yes,Artist,3,4,Average
Male,Yes,55,Yes,Artist,8,2,Average
Female,No,25,No,Homemaker,1,1,Low
Male,No,36,No,Artist,2,4,Low
Male,Yes,41,Yes,Entertainment,0,1,Low
Female,No,39,No,Engineer,1,3,Low
Female,No,20,No,Healthcare,1,3,Low
Female,No,33,No,Engineer,0,5,Low
Female,Yes,78,No,Lawyer,0,3,High
Female,Yes,87,No,Lawyer,0,1,Low
Male,No,19,No,Healthcare,1,6,Low
Female,No,23,No,,0,2,Low
Female,Yes,60,Yes,Artist,1,4,High
Male,Yes,77,No,Lawyer,1,2,High
Female,Yes,43,No,Entertainment,5,1,Low
Female,Yes,51,Yes,Artist,6,3,Average
Male,No,18,No,Doctor,0,5,Low
Female,No,46,Yes,Artist,0,2,Low
Female,No,20,No,Healthcare,1,5,Low
Female,No,27,Yes,Healthcare,0,5,Low
Male,Yes,26,Yes,Artist,0,2,Low
Female,Yes,57,Yes,Artist,0,3,High
Male,Yes,53,Yes,Artist,6,2,Average
Male,Yes,38,Yes,Artist,2,2,Low
Male,Yes,41,No,Doctor,1,3,Low
Female,Yes,81,No,Lawyer,0,2,High
Female,Yes,38,No,Engineer,0,3,Low
Female,No,30,Yes,Healthcare,0,1,Low
Male,Yes,37,No,Entertainment,2,3,Low
Male,Yes,28,Yes,Artist,9,2,Average
Male,Yes,43,No,Artist,1,3,High
Male,No,21,No,Doctor,0,5,Low
Male,Yes,33,Yes,Artist,1,3,Average
Male,Yes,78,Yes,Lawyer,1,2,High
Female,No,18,No,,0,6,Low
Male,No,23,No,Healthcare,1,5,Low
Female,No,27,No,Healthcare,9,2,Low
Female,Yes,45,Yes,Artist,1,3,Average
Male,No,31,No,Doctor,0,1,Low
Male,Yes,42,Yes,Artist,2,2,Average
Female,No,37,Yes,Healthcare,1,3,Low
Male,No,33,Yes,Entertainment,9,2,Low
Male,No,32,Yes,Healthcare,1,3,Low
Male,No,21,No,Healthcare,1,3,Low
Female,No,32,No,Doctor,7,4,Low
Male,Yes,36,Yes,Artist,0,2,Average
Male,Yes,43,Yes,Artist,9,2,Low
Male,Yes,37,No,Entertainment,,3,Average
Male,Yes,41,Yes,Artist,0,2,Low
Male,Yes,41,Yes,Engineer,1,2,Average
Female,Yes,55,No,Artist,1,2,Low
Male,Yes,61,No,Engineer,9,4,Average
Female,No,38,No,Artist,13,2,Low
Male,Yes,62,Yes,Entertainment,0,6,Average
Female,No,33,No,Marketing,0,4,Low
Male,Yes,53,Yes,Entertainment,1,2,Average
Male,No,38,Yes,Doctor,0,3,Low
Male,Yes,51,No,Artist,2,4,Average
Female,No,41,Yes,Artist,2,,Low
Female,Yes,36,No,Marketing,,4,Low
Male,Yes,45,Yes,Artist,0,4,Average
Female,Yes,71,No,Engineer,2,1,Low
Female,No,26,No,Homemaker,0,6,Low
Female,Yes,84,Yes,Lawyer,1,1,Low
Male,Yes,56,No,Lawyer,0,2,High
Male,No,27,No,Marketing,8,4,Low
Male,No,36,No,Engineer,3,3,Low
Female,Yes,70,Yes,Artist,1,3,Low
Male,Yes,25,,Artist,8,,Low
Female,Yes,40,Yes,Engineer,0,2,Average
Male,No,22,No,Healthcare,0,4,Low
Male,Yes,48,Yes,Artist,4,1,Low
Female,Yes,41,Yes,Artist,9,2,Average
Male,Yes,77,Yes,Lawyer,0,2,Low
Male,Yes,72,Yes,Artist,6,1,Low
Female,No,21,No,Healthcare,1,3,Low
Female,No,29,Yes,Healthcare,3,4,Low
Female,Yes,33,Yes,Homemaker,,3,Average
Female,No,29,Yes,Artist,7,7,Low
Male,No,18,No,Healthcare,0,2,Low
Female,Yes,38,Yes,Engineer,0,2,Average
Female,Yes,48,Yes,Homemaker,3,2,Average
Female,Yes,48,Yes,Doctor,1,2,Average
Female,No,37,Yes,Artist,3,1,Low
Male,No,32,Yes,Healthcare,9,5,Low
Male,No,33,No,Healthcare,3,5,Low
Male,No,31,No,Healthcare,,8,Low
Male,Yes,47,No,Artist,0,5,Average
Male,Yes,63,Yes,Artist,1,3,Average
Female,No,26,Yes,Healthcare,5,2,Low
Male,Yes,65,Yes,Lawyer,11,2,High
Male,Yes,22,No,Healthcare,1,4,Average
Female,Yes,42,No,Engineer,4,1,Low
Male,Yes,43,No,Artist,8,1,Low
Female,No,23,No,Marketing,,4,Low
Male,No,27,Yes,Artist,5,4,Low
Male,No,42,Yes,Artist,7,1,Low
Male,Yes,45,Yes,Executive,1,3,High
Male,No,33,Yes,Doctor,9,6,Low
Male,Yes,58,No,Executive,0,4,High
Male,No,21,No,Doctor,0,3,Low
Female,No,85,Yes,Homemaker,4,1,Low
Male,No,41,No,Doctor,1,3,Low
Male,Yes,76,Yes,,1,2,High
Female,Yes,57,No,Engineer,0,1,Low
Male,Yes,38,No,Doctor,0,5,Average
Male,Yes,50,Yes,Artist,0,5,Average
Male,No,25,Yes,Artist,,1,Low
Male,No,33,No,Healthcare,1,4,Low
Male,No,62,Yes,Entertainment,,1,Low
Male,No,26,No,Healthcare,1,6,Low
Male,Yes,25,Yes,Artist,12,2,Low
Male,Yes,63,No,Executive,1,3,High
Male,No,19,No,Healthcare,,3,Low
Female,Yes,26,No,Healthcare,,2,High
Female,No,26,Yes,Artist,9,1,Low
Female,No,30,Yes,Engineer,3,3,Low
Female,Yes,36,Yes,Doctor,0,1,Low
Female,No,22,No,Healthcare,1,9,Low
Female,,40,Yes,Homemaker,4,1,Low
Male,No,27,No,Doctor,9,4,Low
Male,Yes,42,Yes,Executive,1,5,High
Male,No,21,No,Healthcare,1,2,Low
Male,Yes,38,Yes,Executive,0,3,High
Male,Yes,63,Yes,Artist,0,4,Average
Female,Yes,47,Yes,Homemaker,,5,High
Female,No,25,Yes,Engineer,8,3,Low
Female,Yes,69,Yes,Artist,1,2,High
Male,Yes,53,Yes,Artist,9,1,Low
Male,Yes,36,Yes,Artist,1,2,Low
Male,No,27,Yes,Healthcare,1,5,Low
Female,No,59,Yes,Artist,0,,Low
Male,No,19,No,Healthcare,1,3,Low
Male,Yes,29,No,Executive,0,2,Average
Female,No,51,Yes,Lawyer,6,1,Low
Male,No,43,Yes,Entertainment,5,1,Low
Male,No,42,Yes,Artist,1,1,Low
Female,Yes,72,Yes,Doctor,,2,High
Male,No,37,Yes,Artist,7,2,Low
Male,Yes,66,No,Lawyer,0,2,High
Male,Yes,39,Yes,Artist,1,2,Average
Female,No,21,No,Entertainment,5,5,Low
Male,No,21,No,Healthcare,1,4,Low
Female,Yes,28,Yes,Executive,8,2,High
Male,Yes,56,Yes,Artist,0,4,Average
Female,No,40,Yes,Homemaker,9,,Low
Male,No,26,Yes,Healthcare,1,1,Low
Male,No,18,No,Healthcare,8,6,Low
Male,No,23,No,Healthcare,1,8,Low
Female,Yes,45,Yes,Artist,1,5,Average
Female,Yes,65,No,Engineer,1,3,Average
Female,Yes,87,No,Artist,0,1,Low
Female,Yes,56,Yes,Artist,5,4,Average
Male,No,47,Yes,Artist,1,2,Low
Female,No,68,Yes,Doctor,1,1,Low
Male,No,18,No,Healthcare,1,3,Low
Male,Yes,40,Yes,Artist,6,1,Low
Female,Yes,41,Yes,Doctor,0,1,Low
Male,No,23,No,Healthcare,1,4,Low
Male,No,35,Yes,Artist,9,1,Low
Male,Yes,66,Yes,Executive,1,2,High
Male,No,22,No,Doctor,8,3,Low
Male,No,23,No,Healthcare,0,4,Low
Male,No,18,No,Marketing,1,4,Low
Male,Yes,60,No,Artist,0,1,Low
Female,Yes,40,No,Artist,0,1,Low
Female,Yes,30,No,Engineer,,8,Average
Male,No,28,No,Entertainment,1,2,Low
Male,Yes,42,No,Artist,6,2,Low
Male,No,46,Yes,Artist,1,2,Low
Female,No,23,No,Healthcare,9,4,Low
Male,Yes,43,Yes,Artist,0,1,Low
Female,No,20,No,Entertainment,0,6,Low
Female,No,27,Yes,Healthcare,5,,Low
Female,No,27,Yes,Engineer,4,2,Low
Male,Yes,82,Yes,Lawyer,0,1,Low
Male,No,21,No,Healthcare,0,4,Low
Female,No,25,No,Doctor,,4,Low
Male,Yes,60,No,Artist,0,2,Average
Female,Yes,71,Yes,Lawyer,0,2,High
Female,No,39,Yes,Entertainment,7,1,Low
Male,Yes,83,Yes,Lawyer,,1,Low
Female,Yes,35,Yes,Artist,1,2,Low
Male,No,19,No,Healthcare,1,4,Low
Male,No,53,Yes,Artist,0,1,Low
Male,No,23,No,Healthcare,4,9,Low
Male,No,20,No,Healthcare,8,,Low
Male,No,20,No,Healthcare,,3,Low
Female,Yes,50,Yes,Artist,4,1,Low
Male,Yes,35,Yes,Executive,4,4,High
Male,Yes,32,Yes,Doctor,11,2,Average
Female,Yes,33,No,Engineer,5,3,High
Female,Yes,53,Yes,Artist,1,3,Average
Male,Yes,47,Yes,Artist,0,4,Average
Female,No,37,Yes,Engineer,0,1,Low
Male,Yes,50,Yes,Artist,0,4,Average
Female,No,23,No,Healthcare,9,3,Low
Female,No,30,Yes,Entertainment,9,1,Low
Female,No,28,No,Healthcare,3,2,Low
Male,Yes,39,Yes,Artist,1,1,Low
Male,Yes,81,No,Lawyer,1,2,High
Female,Yes,65,No,Engineer,0,2,Average
Male,Yes,53,Yes,Executive,,3,High
Male,Yes,37,,Entertainment,0,,Low
Male,Yes,30,Yes,Healthcare,0,2,Low
Male,No,40,Yes,Artist,8,1,Low
Male,No,28,Yes,Artist,4,6,Low
Male,Yes,28,Yes,Doctor,0,9,Low
Female,Yes,60,Yes,Homemaker,1,4,Low
Male,Yes,48,Yes,Entertainment,1,3,Low
Male,Yes,70,Yes,Lawyer,3,1,Low
Female,Yes,39,Yes,Entertainment,7,2,Average
Male,Yes,42,No,Doctor,5,5,Average
Male,Yes,38,No,Entertainment,1,2,Average
Male,No,35,Yes,Artist,0,1,Low
Male,Yes,43,Yes,Entertainment,1,3,Average
Female,Yes,83,Yes,Lawyer,1,1,Low
Male,Yes,43,Yes,Artist,8,1,Low
Female,Yes,46,Yes,Artist,0,4,Average
Male,Yes,50,Yes,Doctor,0,3,Average
Female,No,38,Yes,Artist,8,1,Low
Male,Yes,69,No,Executive,1,2,High
Female,Yes,38,Yes,Artist,1,2,Average
Female,No,26,Yes,Healthcare,0,3,Low
Male,No,37,No,Healthcare,0,5,Low
Male,Yes,72,Yes,Executive,0,2,High
Male,Yes,52,Yes,Artist,1,4,Average
Male,Yes,85,Yes,Lawyer,1,2,High
Female,No,29,Yes,Healthcare,6,3,Low
Male,No,26,No,Healthcare,0,4,Low
Female,No,33,Yes,Doctor,0,6,Low
Female,No,40,Yes,Healthcare,0,1,Low
Female,No,32,Yes,Artist,,7,Low
Male,Yes,79,Yes,Lawyer,2,2,High
Female,No,25,Yes,Healthcare,,1,Low
Male,No,35,No,Artist,1,1,Low
Female,Yes,68,Yes,Lawyer,0,1,Low
Female,No,28,No,Homemaker,,,Low
Male,No,33,Yes,Healthcare,,4,Low
Male,Yes,36,Yes,Artist,7,5,Average
Male,Yes,51,Yes,Executive,3,5,High
Female,No,36,Yes,Artist,11,,Low
Male,Yes,25,Yes,Artist,8,4,Low
Female,Yes,37,Yes,Artist,,2,Average
Female,Yes,39,Yes,Doctor,8,2,Average
Female,Yes,35,Yes,Artist,0,2,Average
Male,No,21,No,Healthcare,1,4,Low
Female,Yes,55,Yes,Artist,1,4,Average
Female,No,20,No,Marketing,,4,Low
Male,Yes,35,No,Executive,1,3,High
Female,No,39,No,Engineer,6,1,Low
Male,Yes,83,No,Executive,1,2,High
Male,Yes,45,Yes,Artist,1,2,Average
Male,Yes,40,Yes,Artist,9,2,Low
Female,No,27,Yes,Artist,1,5,Low
Male,Yes,51,No,Entertainment,7,3,Average
Male,Yes,35,Yes,Artist,1,3,Average
Female,No,26,Yes,Artist,0,,Low
Male,Yes,57,Yes,Artist,0,2,Low
Male,Yes,20,No,Healthcare,1,4,Average
Female,No,49,Yes,Artist,4,1,Low
Male,No,52,Yes,Entertainment,1,2,Low
Male,Yes,35,Yes,Artist,1,3,Average
Male,Yes,39,Yes,Healthcare,1,3,Low
Male,Yes,69,Yes,Executive,0,2,Low
Female,No,26,Yes,Entertainment,6,2,Low
Male,Yes,36,Yes,Artist,8,4,Low
Female,Yes,25,Yes,Engineer,6,2,Average
Female,Yes,60,Yes,Artist,0,1,Low
Female,No,37,Yes,Healthcare,1,2,Low
Female,No,42,No,Artist,0,1,Low
Male,No,22,No,Healthcare,9,4,Low
Male,Yes,41,No,Doctor,2,4,Average
Male,Yes,75,No,Executive,0,1,Low
Female,Yes,37,Yes,Homemaker,,2,High
Female,Yes,77,Yes,Artist,0,2,High
Male,Yes,57,No,,1,2,Average
Male,Yes,43,Yes,Executive,1,4,High
Female,No,31,Yes,Healthcare,8,4,Low
Male,No,33,No,Doctor,1,2,Low
Male,Yes,60,Yes,Executive,1,4,High
Female,Yes,61,Yes,Artist,1,2,Low
Female,No,29,No,Homemaker,8,1,Low
Male,No,25,Yes,Healthcare,1,4,Low
Male,Yes,83,Yes,Artist,2,2,High
Female,No,38,Yes,Artist,7,1,Low
Male,No,28,Yes,Artist,0,4,Low
Male,Yes,65,Yes,Entertainment,0,2,High
Female,Yes,61,Yes,Doctor,0,4,Average
Female,Yes,46,Yes,,0,2,Low
Female,Yes,51,No,Engineer,4,2,Low
Male,Yes,36,No,Executive,2,3,High
Female,Yes,55,Yes,Artist,2,2,Average
Male,Yes,43,Yes,Artist,,4,Average
Female,Yes,46,Yes,Artist,0,4,Average
Female,Yes,43,Yes,Artist,8,2,Average
Male,Yes,57,No,Doctor,4,3,Low
Male,Yes,35,No,Doctor,0,1,Low
Male,Yes,65,Yes,Artist,0,2,Average
Female,Yes,37,Yes,Artist,0,3,Low
Male,Yes,35,Yes,Artist,4,2,Average
Male,Yes,37,No,Executive,1,2,Low
Male,Yes,38,Yes,Executive,0,3,Average
Male,No,19,No,Healthcare,1,3,Low
Male,Yes,41,Yes,Artist,8,,Low
Male,Yes,27,Yes,Entertainment,,,Low
Male,No,36,Yes,Artist,0,1,Low
Male,Yes,61,Yes,Artist,2,2,Average
Male,Yes,53,No,Artist,1,6,Average
Male,Yes,45,Yes,Artist,0,1,Low
Female,,27,Yes,Healthcare,1,6,Low
Female,Yes,42,No,Entertainment,1,6,Low
Male,No,18,No,Healthcare,0,,Low
Female,Yes,83,Yes,Lawyer,0,2,High
Female,No,36,Yes,Artist,0,1,Low
Female,No,37,Yes,Healthcare,,1,Low
Male,Yes,42,Yes,Artist,1,3,Average
Female,Yes,80,No,Lawyer,1,2,High
Female,No,18,No,Healthcare,0,5,Low
Male,Yes,61,No,Entertainment,1,,Low
Male,Yes,57,Yes,Entertainment,0,2,Low
Male,No,36,No,Marketing,0,2,Low
Female,No,43,Yes,Artist,8,1,Low
Female,No,33,No,Homemaker,7,,Low
Male,No,31,No,Healthcare,1,3,Low
Male,No,52,Yes,Entertainment,,,Low
Male,No,38,Yes,Doctor,4,1,Low
Male,Yes,45,Yes,Artist,7,4,High
Male,Yes,72,Yes,Lawyer,0,2,High
Female,Yes,43,Yes,Doctor,9,2,Low
Female,No,29,Yes,Entertainment,8,2,Low
Male,No,45,Yes,Artist,1,2,Low
Female,,51,No,Homemaker,8,,Low
Female,No,29,Yes,Homemaker,13,1,Low
Male,No,43,Yes,Artist,7,3,Low
Female,Yes,42,No,Artist,0,3,Average
Male,Yes,47,No,Entertainment,9,6,Average
Male,No,26,Yes,Healthcare,1,3,Low
Female,Yes,60,Yes,Lawyer,1,3,High
Male,Yes,41,Yes,Executive,5,2,Low
Male,Yes,47,Yes,Executive,1,4,High
Male,No,27,Yes,Artist,7,3,Low
Male,No,18,No,Healthcare,,3,Low
Female,No,46,Yes,Artist,8,1,Low
Female,Yes,35,Yes,Artist,,2,Average
Female,No,25,Yes,Artist,2,2,Low
Male,No,18,No,Healthcare,,3,Low
Female,No,22,No,Healthcare,1,3,Low
